Year,Section,Content
1903,Event Summary,"On May 6th, the Chicago White Sox committed twelve errors, and the Detroit Tigers answered back with six of their own. The combined ""18-E debacle"" set a modern Major League record for the most errors (by two teams) in a single game."
1903,Event Summary,"Buck Freeman of the Boston Americans (Red Sox), completed a cycle on June 21, 1903, the first in franchise history. Just over a month later, Pat Dougherty, also with Boston, hit for the cycle as well. The Boston Americans became the second American League team with two cycles in the same season, joining the Philadelphia Athletics (1901)."
1903,Event Summary,"At a post-season American League meeting, Ban Johnson was unanimously re-elected president and given a raise of $10,000. The American League owners also voted to allow base-running coaches at first and third at all times and to institute the ""foul strike"" rule in which a foul would be counted as a strike unless there are already two on the batter."
1903,Event Summary,"Fred Clarke hit for the cycle on May 7, 1903. Two years earlier, on July 23, 1901, Clarke had completed his first career cycle making him the first twentieth century player to hit for the cycle twice, and the first Pirate to ever complete two cycles in Pittsburgh."
1903,Event Summary,"Cincinnati Reds shortstop Tommy Corcoran set a Major League record after totaling fourteen assists in a 4-2 regulation win over the St. Louis Cardinals, on August 7, 1903. Lave Cross, of the Philadelphia Athletics, had originally racked up fifteen assists during a twelve-inning game in 1897."
1903,Event Summary,The National League-leading Pittsburgh Pirates set an uncharacteristic National League mark for inept fielding after making six errors in the first inning of a 13-7 New York Giants victory on August 20th.
1903,Event Summary,"In Cincinnati, peace talks between both rival leagues continued as the Nationals proposed a consolidated twelve team league, which the Americans promptly rejected. Eventually an agreement was reached to coexist peacefully with the American League promising to stay out of Pittsburgh."
1903,Event Summary,Baseball rules committee chairman Tom Loftus announced that the pitcher's box would not be more than fifteen inches higher than the baselines or home plate.
1903,Event Summary,"The inaugural World Series of 1903 was a resounding success and represented the first step in healing the bruised egos of both the veteran National and fledgling American Leagues. Pittsburgh and Boston went head-to-head for eight games proving that great baseball between the two leagues was possible and that a merger would benefit the growth of the sport. Unfortunately, some owners still disagreed with the concept and in 1904 it was prematurely cancelled."
1903,Event Summary,"""(Nap Lajoie) wasn't what I would call a good manager. 'Bout all he'd say was, 'Let's go out and get those so-and-so's today.' He knew he could do his share, but it didn't help the younger fellows much."" - George Stovall"
1903,Event Summary,←1902| 1903 Hitting Statistics League Leaders |1904→
1903,Event Summary,←1902| 1903 Pitching Statistics League Leaders |1904→
1903,Event Summary,Team Standings |World Series
1903,Event Summary,Hitting Statistics League Leaderboard
1903,Event Summary,Pitching Statistics League Leaderboard
1903,Event Summary,"On April 30, 1903, theNew York Highlandersplayed their first game at Hilltop Park and defeated theWashington Senators6-2. In 1913, the franchise would rename itself theNew York Yankees."
1903,Event Summary,"Jesse Stovall, on September 3, 1903, defeated theDetroit Tigers1-0 in an eleven inning contest — the longest complete game shutout ever thrown by a rookie pitcher (at that point) in baseball history."
1903,Event Summary,"TheBoston Americanscaptured the American League pennant when they beatCleveland14-3, on September 17, 1903. They advanced to the first modernWorld Seriesin history — do you remember who won?"
1904,Event List,All-Star GameA.L.C.S. & N.L.C.S.AwardsBallparksCollege BaseballDivision SeriesDraftManagersOpening DayTeam by TeamTrades DatabaseUmpiresWild Card GameWorld SeriesYear by Year
1904,Event List,Baseball FamiliesBiographiesBirthplace AnalysisFabulous FeatsFamous FirstsGrave SitesHall of FameInterviewsObituariesPlace of Death AnalysisThe BallplayersQuotesYear of Birth AnalysisYear of Death Analysis
1904,Event List,Attendance DataHitting ChartsPitching ChartsRecord BooksStatmaster
1904,Event List,"1,500 Oldest PlayersAutographsBaseball CardsBaseball ChartsBaseball ListsBook ShelfCups of CoffeeFun & GamesHumor & JokesMovie TimeNews FeedsPoetry & SongResearch ArticlesUniform NumbersU.S. Presidents"
1904,Event List,AdvertisingBlogDictionaryFeedbackNewsletterRulesScoringSearch & FindStats 101
1904,Event Summary,"The first section of the New York Subway system was opened between City Hall and 145thStreet. The original system consisted of twenty-eight stations along 9.1 miles of track with the IRT extending to the Bronx in 1905, Brooklyn in 1908 and Queens in 1915. Since then, it has expanded to over two-hundred thirty miles of routes and over four-hundred miles of single track."
1904,Event Summary,"On May 11th, Sam Crawford of the Detroit Tigers broke Boston Red Sox ace Cy Young's consecutive streak of no-hit innings at 24 1/3 (seventy-six batters without a hit) after managing a one-out single en route to a 1-0 victory."
1904,Event Summary,"The St. Louis Browns and Detroit Tigers played a doubleheader on September 8, 1904, another doubleheader on the 9th, a third doubleheader on the 10th, then a fourth doubleheader on the 11th! After ""only"" one game on the 12th, they faced off for a final doubleheader on the 13th, setting a record for the most games played consecutively (11) between two teams in Major League Baseball history."
1904,Event Summary,"After pitching a record setting season with forty-one wins and four-hundred fifty-four innings in fifty-five games, New York Highlanders (Yankees) ace Jack Chesbro ""crashed and burned"" after losing control of a spitball that sailed over his catcher's head and allowed the American League pennant losing run to score from third."
1904,Event Summary,New York Giants' Dan McGann stole five bases on May 27thduring 3-1 win over the cross-town rival Brooklyn Dodgers. The record stood for seventy years until Davey Lopes of the Los Angeles Dodgers matched the mark in August of 1974. Atlanta Braves outfielder Otis Nixon eventually topped the feat with six steals (against the Montreal Expos) in 1991.
1904,Event Summary,"Frank Chance of the Chicago Cubs set a painful Major League mark after being hit four times in one day during a May 30thdouble header against the Cincinnati Reds. In the first game, ""The Peerless Leader "" actually lost consciousness after being tagged in the head by Jack Harper."
1904,Event Summary,"In October, St. Louis Cardinals pitcher Jack Taylor tossed his thirty-ninth consecutive complete game of the season setting a modern Major League record. The streak started on April 15thand finished with an astounding three-hundred fifty-two innings pitched."
1904,Event Summary,"John T. Brush, president of the National League champion New York Giants, refused to play the returning American League champion Boston Americans. He was quoted as stating that he refused to compete with a ""representative of the inferior American League"". Surprisingly, Brush regretted the decision and later that year proposed to continue with the series as originally conceived. His about-face spawned the ""Brush Rules,"" a set of guidelines relating to the on-field play and off-field finances of the World Series, which exists to this day."
1904,Event Summary,"""Jack Chesbro was an early spitball ace whose 1904 performance with the New York Highlanders still rates five stars. He started 51 games, completed 48 and was the victor in 41 while hurling 454 innings."" - National Baseball Hall of Fame"
1904,Event Summary,←1903| 1904 Hitting Statistics League Leaders |1905→
1904,Event Summary,←1903| 1904 Pitching Statistics League Leaders |1905→
1904,Event Summary,Team Standings
1904,Event Summary,Hitting Statistics League Leaderboard
1904,Event Summary,Pitching Statistics League Leaderboard
1904,Event Summary,"On July 14, 1904,Jack Chesbroof theNew York Highlanderswon his fourteenth consecutive game (a record at the time). By August 10th, he pitched thirty consecutive complete games and he finished the season with forty-eight complete games in fifty-one starts."
1904,Event Summary,"Wee Willie Keeler, on August 24, 1904, hit two home runs against theSt. Louis Brownsand both never left the park. [Inside The Park Home Run Records]"
1904,Event Summary,"Did you know thatGeorge Stovall, on October 7, 1904, hit a home run off hisbrother, right-handed pitcherJesse Stovall? That particular feat wasa Major League Baseball historyand an event that remained unduplicated until the Ferrells in 1933 then the Niekros in 1976."
1905,Event List,All-Star GameA.L.C.S. & N.L.C.S.AwardsBallparksCollege BaseballDivision SeriesDraftManagersOpening DayTeam by TeamTrades DatabaseUmpiresWild Card GameWorld SeriesYear by Year
1905,Event List,Baseball FamiliesBiographiesBirthplace AnalysisFabulous FeatsFamous FirstsGrave SitesHall of FameInterviewsObituariesPlace of Death AnalysisThe BallplayersQuotesYear of Birth AnalysisYear of Death Analysis
1905,Event List,Attendance DataHitting ChartsPitching ChartsRecord BooksStatmaster
1905,Event List,"1,500 Oldest PlayersAutographsBaseball CardsBaseball ChartsBaseball ListsBook ShelfCups of CoffeeFun & GamesHumor & JokesMovie TimeNews FeedsPoetry & SongResearch ArticlesUniform NumbersU.S. Presidents"
1905,Event List,AdvertisingBlogDictionaryFeedbackNewsletterRulesScoringSearch & FindStats 101
1905,Event Summary,"The ""Industrial Workers of the World"" (IWW) was founded in Chicago with the hopes of giving more control to unions. The aim of the IWW was to unite in one body all skilled and unskilled workers for the purpose of overthrowing capitalism by using direct action, propaganda, the boycott, and the strike. The IWW was also opposed the use of sabotage, arbitration, collective bargaining, and political affiliation. Unfortunately, recurring controversy during both World Wars along with accusations of treason caused dissention in the ranks from the top-down. From a probable strength of at least 30,000 in 1912, the membership later fell to less than 10,000 in 1930 and in the mid-1990s remained at less than 1,000."
1905,Event Summary,"A committee of Washington writers voted for ""Nationals"" as the new American League team nickname, but the ""Senators"" continued as the majority fan favorite."
1905,Event Summary,"New York Highlanders first baseman Hal Chase set a Major League record on August 5thwith thirty-eight putouts during a doubleheader sweep (3-1, 6-5) versus the visiting St. Louis Browns."
1905,Event Summary,"On April 26th, Chicago Cubs outfielder Jack McCarthy tied a Major League record after starting three double plays to preserve a 2-1 victory over the Pittsburgh Pirates. Jackson Nelson had originally set the DP record in 1887."
1905,Event Summary,"Brooklyn Dodgers shortstop Phil Lewis earned his paycheck and tied a National League record on July 20th, after having eighteen chances for seven assists, six putouts and five errors en route to a 2-1 win over the Cincinnati Reds."
1905,Event Summary,Pittsburgh Pirates catcher Dave Brain became the first player in National League history to hit three triples in a single game — twice in one season (vs. St. Louis and vs. Boston).
1905,Event Summary,"Boston Braves first baseman Fred Tenney completed the season with a National League record one-hundred fifty-two assists. The mark stood until 1986, when Sid Bream of the Pittsburgh Pirates topped it with one-hundred sixty-six."
1905,Event Summary,"New York Giants owner John T. Brush, who refused to play the American League pennant winners in 1904, proposed a new set of rules governing future World Series. Later known as the ""Brush Rules,"" these guidelines relating to the on-field play and off-field finances of the Series are still used to this day."
1905,Event Summary,"The National League Board of Directors acquitted St. Louis Cardinal right-hander Jack Taylor on the charges of throwing games. Despite the verdict, Taylor was still fined $300 for using poor judgment and practicing bad conduct."
1905,Event Summary,"On May 30th, both leagues posted record attendance figures for the Memorial Day holiday. Due to several doubleheaders, 80,963 attended eight American League games and 67,806 witnessed seven National League events."
1905,Event Summary,"""A tremendous clutch-hurler, Chief Bender was usually Connie Mack's choice for the game he had to win."" - National Baseball Hall of Fame"
1905,Event Summary,Hitting Statistics League Leaderboard
1905,Event Summary,Pitching Statistics League Leaderboard
1905,Event Summary,Team Standings
1905,Event Summary,Hitting Statistics League Leaderboard
1905,Event Summary,Pitching Statistics League Leaderboard
1905,Event Summary,"On May 30, 1905, single day attendance records were smashed when 80,963 fans attended the eight American League matchups."
1905,Event Summary,"On August 30, 1905,Ty Cobbmade his Major League debut. His first hit was a double offJack Chesbroand Detroit defeated New York 5-3."
1905,Event Summary,"On October 5, 1905,Chief Benderhad a doubleheader dream. The Athletics pitcher started one game, appeared on the mound in two games, won both games, AND finished with six hits and eight runs batted in at the plate."
1906,Event List,All-Star GameA.L.C.S. & N.L.C.S.AwardsBallparksCollege BaseballDivision SeriesDraftManagersOpening DayTeam by TeamTrades DatabaseUmpiresWild Card GameWorld SeriesYear by Year
1906,Event List,Baseball FamiliesBiographiesBirthplace AnalysisFabulous FeatsFamous FirstsGrave SitesHall of FameInterviewsObituariesPlace of Death AnalysisThe BallplayersQuotesYear of Birth AnalysisYear of Death Analysis
1906,Event List,Attendance DataHitting ChartsPitching ChartsRecord BooksStatmaster
1906,Event List,"1,500 Oldest PlayersAutographsBaseball CardsBaseball ChartsBaseball ListsBook ShelfCups of CoffeeFun & GamesHumor & JokesMovie TimeNews FeedsPoetry & SongResearch ArticlesUniform NumbersU.S. Presidents"
1906,Event List,AdvertisingBlogDictionaryFeedbackNewsletterRulesScoringSearch & FindStats 101
1906,Event Summary,"More than five-hundred people were killed during the great San Francisco earthquake, which struck the ""City by the Bay"" on the morning of April 18 at 5:15 AM. Modern analysis estimated the tremors to register at an 8.25 on the Richter scale (By comparison, the quake that hit San Francisco on October 17, 1989 registered 6.7). The greatest destruction came from the fires that were ignited and the ensuing inferno ravaged the city for three days before burning out. In the end, the maelstrom destroyed four-hundred ninety city blocks, a total of 25,000 buildings and rendered over 250,000 residents homeless. Damage estimates topped $350,000,000."
1906,Event Summary,"The New York ban on Sunday baseball was temporarily lifted on April 29thas the Highlanders and Philadelphia Athletics played a benefit game for the victims of the San Francisco earthquake, raising $5,600."
1906,Event Summary,"St. Louis Browns first baseman Tom Jones recorded an American League record twenty-two putouts on May 11thagainst the Boston Red Sox. New York Highlander Hal Chase tied the record four months later (September 21), but would not be matched himself until Yankee captain Don Mattingly duplicated the effort during a 7-1 win over the Minnesota Twins on July 20, 1987."
1906,Event Summary,"In August, the Boston Americans set an unwanted Major League record after suffering four straight shutout losses (0-3 on August 2; 0-4 on August 3; 0-1 on August 4 and 0-4 on August 6)."
1906,Event Summary,"On April 12th, Boston Braves outfielder Johnny Bates became the first modern player to hit a home run in his first Major League at bat. The inaugural round tripper came courtesy of Dodger Harry McIntire who lost twenty games or more in three seasons with Brooklyn's miserable turn-of-the-century teams."
1906,Event Summary,"New York Giants pitcher Hooks Wilste became the first pitcher of the modern era to strike out four batters in a single inning (after a third-strike error) en route to a twelve-K, 4-1 victory over the Cincinnati Reds. He also fanned the side in the fourth inning for a total of seven batters struck out in just two innings for the first and only time in Major League history."
1906,Event Summary,"On October 4th, the Cubs recorded their one-hundred sixteenth victory of the year. The 4-0 win over the Pittsburgh Pirates gave Chicago a 60-15-road record with a .800 percentage mark that has never been equaled. They also became the first team to finish with fewer than two-hundred errors and their pitching staff combined for a league-leading 1.76 ERA."
1906,Event Summary,"In an effort to curb accusations and/or suspicions of tampering, a new rule was set putting the umpire in sole charge of all game balls. (The home team manager previously had some say as to when a new ball was introduced)."
1906,Event Summary,"Harry Pulliam was unanimously re-elected president of the National League with an increased salary of $10,000. The American League increased Ban Johnson's salary to $15,000 for the remaining four years of his contract."
1906,Event Summary,"Hank O'Day, a National League umpire unsuccessfully proposed that the batter's box be outlined with white rubber strips (rather than chalk) to prevent batters from erasing them with their spikes."
1906,Event Summary,"""An aggressive, confident and cocky second baseman, he (Eddie Collins) was also an outstanding baserunner."" - National Baseball Hall of Fame"
1906,Event Summary,←1905| 1906 Hitting Statistics League Leaders |1907→
1906,Event Summary,←1905| 1906 Pitching Statistics League Leaders |1907→
1906,Event Summary,Team Standings |1906 World Series
1906,Event Summary,Hitting Statistics League Leaderboard
1906,Event Summary,Pitching Statistics League Leaderboard
1906,Event Summary,"Tom Hughes, of theWashington Senators, hit a game-winning home run in the tenth inning on August 3, 1906, and becamethe first pitcher in major league history to win an extra inning game with his own long ball!"
1906,Event Summary,"On August 30, 1906,Slow Joe Doyleof theNew York Highlandersshutout Washington 5-0 in his second start. He finished his Major League career with twenty-three wins and will always be remembered as the first pitcher to toss two consecutive shutouts during his two first starts."
1906,Event Summary,"Did you know that future hall of famerEddie Collinsmade his Major League debut on September 17, 1906, and had one hit offEd Walsh? Too easy? Did you know thatCollinsplayed that game under the last name Sullivan to preserve his college eligibility at Columbia University?"
1907,Event List,All-Star GameA.L.C.S. & N.L.C.S.AwardsBallparksCollege BaseballDivision SeriesDraftManagersOpening DayTeam by TeamTrades DatabaseUmpiresWild Card GameWorld SeriesYear by Year
1907,Event List,Baseball FamiliesBiographiesBirthplace AnalysisFabulous FeatsFamous FirstsGrave SitesHall of FameInterviewsObituariesPlace of Death AnalysisThe BallplayersQuotesYear of Birth AnalysisYear of Death Analysis
1907,Event List,Attendance DataHitting ChartsPitching ChartsRecord BooksStatmaster
1907,Event List,"1,500 Oldest PlayersAutographsBaseball CardsBaseball ChartsBaseball ListsBook ShelfCups of CoffeeFun & GamesHumor & JokesMovie TimeNews FeedsPoetry & SongResearch ArticlesUniform NumbersU.S. Presidents"
1907,Event List,AdvertisingBlogDictionaryFeedbackNewsletterRulesScoringSearch & FindStats 101
1907,Event Summary,"In November, Oklahoma became the forty-sixth state admitted to the union. Originally set aside as Indian Territory in 1834, the region was later divided into both the Indian Territory and Oklahoma Territory in 1890. Known primarily as an oil rich state, Oklahoma's vast plains produce bumper yields of wheat, as well as large crops of hay, cotton, and peanuts. Livestock products also contribute more than half of Oklahoma's annual farm receipts."
1907,Event Summary,"Popular Boston Americans outfielder / manager Chick Stahl committed suicide while traveling with the team in West Baden Springs, Indiana. A note left behind stated: ""Boys, I just couldn't help it. You drove me to it."" Cy Young reluctantly agreed to start the season as an interim replacement manager and was followed by two other skippers during the year, George Huff and Bob Unglaub."
1907,Event Summary,"Chicago White Sox pitcher Ed Walsh tallied eleven assists and two putouts during a 1-0 win over the St. Louis Browns on April 19, 1907. His total of thirteen chances tied the franchise mark set by Nick Altrock during the 1904 season — which is also the Major League record for most chances in a 9-inning game by a pitcher!"
1907,Event Summary,"On June 28th, the last place Washington Nationals stole a Major League record thirteen bases off of injured New York Yankees catcher Branch Rickey. An injury to starter Red Kleinow forced Rickey into premature service and he was unable to throw accurately to his baseman."
1907,Event Summary,"A riot broke out during a July 8th, Chicago Cubs - Brooklyn Dodgers game after Cubs manager Frank Chance, who was being pelted with empty bottles, threw one back into the crowd hitting a young boy. After losing 5-0, the angry New York crowd rushed from the stands forcing Chance to escape Washington Park III in an armored car with a police escort."
1907,Event Summary,"At the West Side Grounds on September 14th, the Chicago Cubs and Cincinnati Reds collected twenty-nine combined hits, ALL of which were singles."
1907,Event Summary,"On May 8th, Philadelphia Phillies rookie George McQuillan made his Major League debut in relief of starter Tully Sparks and McQuillan did not allow any runs to score during his brief debut. On September 22nd, he tossed a six-inning, 2-0 win over the St. Louis Cardinals in his first start. The relief and end of season appearance started a record string of twenty-five consecutive shutout innings at the beginning of his Major League career. McQuillan went on to finish the season 4-0 (with three shut outs), and went on to win twenty-three games the following season."
1907,Event Summary,"The Cleveland Indians became the first team to institute team wide insurance policies after taking out $100,000 of coverage to insure its players against possible injury in railroad accidents."
1907,Event Summary,"Cincinnati Reds' manager Ned Hanlon, one of the originals whose managing days began in 1889 at Pittsburgh, announced his retirement ending a career that boasted five Major League pennants (four Baltimore, one Brooklyn)."
1907,Event Summary,"TheWashington Post(incorrectly) reported that St. Louis Browns shortstop Bobby Wallace was the highest paid major league player with a yearly salary of $6,500."
1907,Event Summary,"""Boys, I just couldn't help it. It (drugs) drove me to it."" - Chick Stahl (Last spoken words & news at the time said he and his wife were drug addicts - source: The Cultural Encyclopedia of Baseball)"
1907,Event Summary,←1906| 1907 Hitting Statistics League Leaders |1908→
1907,Event Summary,←1906| 1907 Pitching Statistics League Leaders |1908→
1907,Event Summary,Team Standings |1907 World Series
1907,Event Summary,Hitting Statistics League Leaderboard
1907,Event Summary,Pitching Statistics League Leaderboard
1907,Event Summary,Weird ballpark stories? How about the flagpole breaking on the 14th of May as the White Sox were raising their 1906 pennant in South Side Park.
1907,Event Summary,"On August 2, 1907, future hall of famerWalter Johnsonmade his major league debut and lost 3-2. The first hit off the future300 Wins Clubmember was byTy Cobb— a bunt single!"
1907,Event Summary,"Since we mentionedThe Georgia Peach; did you know thatCobbfinished the 1907 season with aleague leading.350 batting average, and would go on to win eleven morebatting titlesacross his storied career? [Batting Champion Records]"
1908,Event List,All-Star GameA.L.C.S. & N.L.C.S.AwardsBallparksCollege BaseballDivision SeriesDraftManagersOpening DayTeam by TeamTrades DatabaseUmpiresWild Card GameWorld SeriesYear by Year
1908,Event List,Baseball FamiliesBiographiesBirthplace AnalysisFabulous FeatsFamous FirstsGrave SitesHall of FameInterviewsObituariesPlace of Death AnalysisThe BallplayersQuotesYear of Birth AnalysisYear of Death Analysis
1908,Event List,Attendance DataHitting ChartsPitching ChartsRecord BooksStatmaster
1908,Event List,"1,500 Oldest PlayersAutographsBaseball CardsBaseball ChartsBaseball ListsBook ShelfCups of CoffeeFun & GamesHumor & JokesMovie TimeNews FeedsPoetry & SongResearch ArticlesUniform NumbersU.S. Presidents"
1908,Event List,AdvertisingBlogDictionaryFeedbackNewsletterRulesScoringSearch & FindStats 101
1908,Event Summary,"President Theodore Roosevelt held the ""White House Conservation Conference"", which later led to the establishment of the National Conservation Commission. The main purpose of the Commission was to implement new regulations for conserving the earth's natural resources by protecting its capacity for self-renewal. Particularly complex were the problems of nonrenewable energy resources such as oil and coal and other minerals that are still in great demand today."
1908,Event Summary,"On April 14th, Boston played their first game under the new nickname, the ""Red Sox"" and christened it with a 3-1 win over the Washington Senators at the Huntington Avenue Baseball Grounds."
1908,Event Summary,The Detroit Tigers set a unique Major League record on June 7thafter turning a triple play against the Boston Red Sox for the second day in a row.
1908,Event Summary,"Bob Rhoads, of the Cleveland Naps, tossed a no-hitter on September 18, 1908, against the newly named BoSox. Cleveland wins 2-to-1."
1908,Event Summary,"In March, Honus Wagner announced his retirement from the Pittsburgh Pirates at the age of thirty-four. Despite the intention, he went on to play in one-hundred fifty-one games (more than in any of the past ten years) and led the league in hitting (for the sixth time), hits, total bases, doubles, triples, RBIs, and stolen bases."
1908,Event Summary,"On May 23rd, New York Giants third baseman Art Devlin tied a Major League record by handling thirteen total chances during a 6-2 loss to the St. Louis Cardinals."
1908,Event Summary,"In 1908, the original sacrifice fly rule was adopted. It stated: No ""time at bat"" was charged — if a run scored after the catch of a fly ball. The rule was later repealed in 1931 and went through several variations before permanent acceptance in 1954."
1908,Event Summary,"Despite overwhelming evidence to the contrary (after a two-year investigation by the Mills Committee) National League president A.G. Mills declared that Abner Doubleday had indeed, invented the sport of baseball at Cooperstown, New York in 1839."
1908,Event Summary,"Henry Chadwick, a leading reporter, commentator, scorer, and promoter of the game, died in Brooklyn at the age of eighty-three. Chadwick was known as ""The Father of Baseball"" and is credited with developing the initial scoring and statistical systems for the game."
1908,Event Summary,"Singing sensation Billy Murray hit the charts with ""Take Me Out to the Ball Game""."
1908,Event Summary,"""All us Youngs could throw. I used to kill squirrels with a stone when I was a kid, and my granddad once killed a turkey buzzard on the fly with a rock."" - Cy Young"
1908,Event Summary,←1907| 1908 Hitting Statistics League Leaders |1909→
1908,Event Summary,←1907| 1908 Pitching Statistics League Leaders |1909→
1908,Event Summary,Team Standings |1908 World Series
1908,Event Summary,Hitting Statistics League Leaderboard
1908,Event Summary,Pitching Statistics League Leaderboard
1908,Event Summary,"On June 30, 1908,Cy Youngtossed his third careerno-hitter. He was the oldest pitcher, forty-one at the time, to hurl a gem untilNolan Ryanbeat the record on June 11, 1990. That was Ryan's sixthno-hitterand he was forty-three. On May 1, 1991, Ryan pitched his seventh and finalno-hitterat the record setting age of forty-four."
1908,Event Summary,"OnOctober 2, 1908,Addie Josssat down twenty-seven consecutive batters during the second American Leagueperfect game. Do you remember which American League pitcher tossed the first gem?"
1908,Event Summary,"On October 5, 1908,Ed Walshof the White Sox won his season leading fortieth game. This victory tightened the pennant race between Detroit, Cleveland, and Chicago - bringing it down to the final day."
1909,Event List,All-Star GameA.L.C.S. & N.L.C.S.AwardsBallparksCollege BaseballDivision SeriesDraftManagersOpening DayTeam by TeamTrades DatabaseUmpiresWild Card GameWorld SeriesYear by Year
1909,Event List,Baseball FamiliesBiographiesBirthplace AnalysisFabulous FeatsFamous FirstsGrave SitesHall of FameInterviewsObituariesPlace of Death AnalysisThe BallplayersQuotesYear of Birth AnalysisYear of Death Analysis
1909,Event List,Attendance DataHitting ChartsPitching ChartsRecord BooksStatmaster
1909,Event List,"1,500 Oldest PlayersAutographsBaseball CardsBaseball ChartsBaseball ListsBook ShelfCups of CoffeeFun & GamesHumor & JokesMovie TimeNews FeedsPoetry & SongResearch ArticlesUniform NumbersU.S. Presidents"
1909,Event List,AdvertisingBlogDictionaryFeedbackNewsletterRulesScoringSearch & FindStats 101
1909,Event Summary,"The United States military intervened to aid in the removal of President Jose Santos Zelaya from Nicaragua. Since 1893, Zelaya had been trying to create a union of Central American countries by intervening actively in their affairs. After he began executing those who opposed him (including two Americans) the U.S. took over the rebel faction and ousted him promptly."
1909,Event Summary,"On April 27th, the Chicago White Sox won their third 1-0 game over the St. Louis Browns in three days, setting an early American League record for consecutive 1-0 wins. Hits in all three games (by both teams combined) totaled a meager eighteen."
1909,Event Summary,The Chicago White Sox also set a modern Major League record on July 2ndafter stealing twelve bases (three of home) during a 15-3 massacre over the St. Louis Browns at South Side Park III.
1909,Event Summary,"Detroit Tigers legend Ty Cobb clinched the American League home run title after hitting nine, inside-the-park round-trippers. In doing so, he became the only player of the century to lead a league in home runs without ever actually hitting one ""out of the park""."
1909,Event Summary,The National League deprived umpires of the ability to levy fines and declared that all relief pitchers must retire at least one batter before being relieved themselves.
1909,Event Summary,"Pittsburgh Pirate Honus Wagner stole his way around the bases in the first inning of a May 2ndnightcap against the Chicago Cubs. In doing so, Wagner set a National League record as the first player ever to pull off the feat three times. Amazingly, he would duplicate the effort again the following day."
1909,Event Summary,"On July 3rd, the St. Louis Cardinals tied an unwanted Major League mark after committing seventeen individual errors during a doubleheader loss to the Cincinnati Reds, (10-2 and 13-7)."
1909,Event Summary,"Play-By-Play, broadcasting came one step closer as the first use of wireless technology to transmit baseball results was conducted at the Columbia University Wireless Club. The proceedings of the game between the University of Pennsylvania and Columbia were relayed from the Bellevue-Stratford in Philadelphia to New York's Waldorf Astoria, where Columbia students received the messages."
1909,Event Summary,National League President John Heydler called an emergency meeting with the league's officials to propose a new two-umpire system for preventing fights with the players.
1909,Event Summary,"In June, Benjamin Shibe, of Bala, Pennsylvania, obtained a patent for a new cork-centered baseball. Spalding Sporting Goods later licensed the idea and began manufacturing it for distribution in both the major and minor leagues."
1909,Event Summary,"""Every time I hear of this guy (Ty Cobb) again, I wonder how he was possible."" - Joe DiMaggio"
1909,Event Summary,←1908| 1909 Hitting Statistics League Leaders |1910→
1909,Event Summary,←1908| 1909 Pitching Statistics League Leaders |1910→
1909,Event Summary,Team Standings |1909 World Series
1909,Event Summary,Hitting Statistics League Leaderboard
1909,Event Summary,Pitching Statistics League Leaderboard
1909,Event Summary,"Dolly Grayof theWashington Senatorshad a tough day at work onAugust 28, 1909. The big lefty walked a career high eleven batters, including eight  in the same inning!"
1909,Event Summary,"On July 19, 1909,Neal Ballof Cleveland caught an AmbyMcConnellline drive. He then stepped on second base, to retireHeinie Wagner, and finished the firstunassisted triple playwhen he taggedJake Stahlcoming from first."
1909,Event Summary,"The Boston Red Sox tradedCy Young— 478 career wins — to the Cleveland Naps before the season started (February 16, 1909). They receivedCharlie Chech,Jack Ryanand $12,500 cash."
1910,Event List,All-Star GameA.L.C.S. & N.L.C.S.AwardsBallparksCollege BaseballDivision SeriesDraftManagersOpening DayTeam by TeamTrades DatabaseUmpiresWild Card GameWorld SeriesYear by Year
1910,Event List,Baseball FamiliesBiographiesBirthplace AnalysisFabulous FeatsFamous FirstsGrave SitesHall of FameInterviewsObituariesPlace of Death AnalysisThe BallplayersQuotesYear of Birth AnalysisYear of Death Analysis
1910,Event List,Attendance DataHitting ChartsPitching ChartsRecord BooksStatmaster
1910,Event List,"1,500 Oldest PlayersAutographsBaseball CardsBaseball ChartsBaseball ListsBook ShelfCups of CoffeeFun & GamesHumor & JokesMovie TimeNews FeedsPoetry & SongResearch ArticlesUniform NumbersU.S. Presidents"
1910,Event List,AdvertisingBlogDictionaryFeedbackNewsletterRulesScoringSearch & FindStats 101
1910,Event Summary,"The Boy Scouts of America was introduced inviting boys eleven to seventeen years old an opportunity to join an organization dedicated to improving mental, moral, and physical development while stressing outdoor skills and training in citizenship and lifesaving. Originally, the movement was intended to be nonmilitary and without racial, religious, political, or class distinctions, but the Supreme Court affirmed the organization's right to limit membership to those who believe in God in 1993."
1910,Event Summary,"The ""National Association for the Advancement of Colored People"" was founded in New York, in November. The N.A.A.C.P. originally published an underground journal called ""The Crisis,"" and was at the forefront of all the attempts by Blacks to achieve equality. For more than ninety-three years, the NAACP has continued include people of all races, nationalities and religious denominations, while remaining united on one premise, that all men and women are created equal."
1910,Event Summary,Cleveland Indians ace Cy Young won his five-hundredth game on July 19thafter beating the Washington Senators 5-4 at American League Park II.
1910,Event Summary,Washington Senators second baseman Red Killefer set a Major League mark on August 27thafter sacrificing four times in the first game of a Detroit Tigers doubleheader.
1910,Event Summary,"Eddie Collins of the Philadelphia Athletics set an American League record after stealing his eighty-first base of the season, on October 4, 1910, during an 8-1 victory over the visiting Boston Red Sox."
